"chunk_fr","chunk_en","topic_slug","source","source_type","register","exam_tag","cefr_level","review_status","review_notes","source_file","extractor","dup_count"
"Contrairement à ce qu’on pourrait penser, le coût de la vie au Canada est très élevé. Contrary to what one might think, the cost of living in Canada is very high","Contrairement à ce qu’on pourrait penser... Contrary to what one might think","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"couvrir d'affection","to shower with affection","calques_anglais","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"C’est cher, cependant la qualité est là","Formal concession","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"C’est la raison pour laquelle... That’s the reason why","C’est la raison pour laquelle beaucoup de jeunes quittent Paris. That’s the reason why many young people are leaving Paris","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"C’est le cas de Pontevedra en Espagne. This is the case with Pontevedra in Spain","C’est le cas de... This is the case with","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"C’est un sujet qui me tient particulièrement à cœur. It’s a topic that’s particularly close to my heart","C’est un sujet qui... It’s a topic that","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"d'ici à ce que","by the time","calques_anglais","Annexe_Subjonctif_Exemples_Exhaustifs_Egor.docx","chadi_authored","","","","","","Annexe_Subjonctif_Exemples_Exhaustifs_Egor.docx","table","1"
"d'où + nom","hence","calques_anglais","Notes de cours pour Egor.docx","chadi_authored","","","","","","Notes de cours pour Egor.docx","regex","2"
"de ce fait","as a result of this; consequently","calques_anglais","Corrigé_réponses.docx","chadi_authored","formel","","B1","","","Corrigé_réponses.docx","haiku","1"
"de même que","_______________________","calques_anglais","Notes de cours pour Egor.docx","chadi_authored","","","","","","Notes de cours pour Egor.docx","table","2"
"De plus,…","ajouter un argument","calques_anglais","TCF_Canada___Expression_Orale_(Tâche_3)__Thèmes_courants_et_vocabulaire_essentiel.docx","chadi_authored","","","","","","TCF_Canada___Expression_Orale_(Tâche_3)__Thèmes_courants_et_vocabulaire_essentiel.docx","regex","1"
"DIRECT QUESTION","INDIRECT SPEECH","calques_anglais","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","3"
"D’un côté, le télétravail offre de la liberté. De l’autre, il isole. On one hand, remote work offers freedom. On the other, it isolates","D’un côté... de l’autre... On one hand... on the other","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Elle insiste pour qu'il vienne","She insists he come","calques_anglais","Annexe_Subjonctif_Exemples_Exhaustifs_Egor.docx","chadi_authored","","","","","","Annexe_Subjonctif_Exemples_Exhaustifs_Egor.docx","table","1"
"Embedded Questions","Softer, More Professional","calques_anglais","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","2"
"En attendant que le monde change","While waiting for the world to change","calques_anglais","Annexe_Subjonctif_Exemples_Exhaustifs_Egor.docx","chadi_authored","","","","","","Annexe_Subjonctif_Exemples_Exhaustifs_Egor.docx","table","1"
"En fin de compte, ... At the end of the day","En fin de compte, c’est une question de volonté politique. At the end of the day, it’s a matter of political will","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"En outre,…","ajouter un argument","calques_anglais","TCF_Canada___Expression_Orale_(Tâche_3)__Thèmes_courants_et_vocabulaire_essentiel.docx","chadi_authored","","","","","","TCF_Canada___Expression_Orale_(Tâche_3)__Thèmes_courants_et_vocabulaire_essentiel.docx","regex","1"
"En revanche","On the other hand","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Enfin / Enfin bref","Well / Anyway","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"et pour cause","and for good reason","calques_anglais","Cause_Consequence_Methode_Eureka.docx","chadi_authored","","","","","","Cause_Consequence_Methode_Eureka.docx","table","1"
"Français (dont... article + nom","Anglais (whose + nom","calques_anglais","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"Il convient d’agir rapidement","We need to","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Il devait venir. Or, il n’est jamais arrivé","Introduces a surprising turn","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Il est bilingue, c’est-à-dire qu’il parle français et anglais. He’s bilingual, meaning he speaks French and English","C’est-à-dire que... That is to say","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Il est vrai que c’est coûteux, toutefois c’est nécessaire. It’s true that it’s costly; however, it’s necessary","Il est vrai que..., toutefois / cependant... It’s true that..., however","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Il est évident que la situation ne peut pas continuer ainsi. It’s obvious that the situation can’t continue like this","Il est évident / clair que... It’s obvious / clear that","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Il fait beau ; en revanche, il fait froid","Neutral contrast","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Il faut que je finisse ce projet","Je dois","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Il faut que, je pense que, c’est pourquoi, d’ailleurs, en revanche","Courant (standard","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Il faut reconnaître que la voiture est pratique, mais elle pollue. We must acknowledge that the car is practical, but it pollutes","Il faut reconnaître que..., mais... We must acknowledge that..., but","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Il me semble que cette approche est risquée","Je pense que","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Il paraît que le marché va s’effondrer","Les gens disent que","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Il s’avère que le problème est plus grave","Je crois que c’est","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Il étudie beaucoup, pourtant il échoue","Contradiction","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Instead of: “En conclusion, je pense que c’est important.”","sounds like a bad school essay","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","regex","1"
"Je vais être direct avec toi — ce projet est un désastre","Je n'irai pas par quatre chemins / Sans ambages : ce projet est un désastre","calques_anglais","Egor_SExprimer_Methode_Eureka.docx","chadi_authored","","","","","","Egor_SExprimer_Methode_Eureka.docx","table","1"
"jusqu'à ce que","until","calques_anglais","Annexe_Subjonctif_Exemples_Exhaustifs_Egor.docx","chadi_authored","","","","","","Annexe_Subjonctif_Exemples_Exhaustifs_Egor.docx","table","1"
"Key distinction: Comme and puisque go at the beginning of the sentence (Comme il pleut, je reste chez moi). This is a very French construction","putting the cause BEFORE the consequence. English almost always puts the cause at the end","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","regex","1"
"Le chômage a explosé. Autrement dit, un Français sur dix cherche du travail. Unemployment has exploded. In other words, one in ten French people is looking for work","Autrement dit, ... / En d’autres termes, ... In other words","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Le gouvernement a décidé de","Décision du gouvernement","calques_anglais","La_Nominalisation_Sena.docx","chadi_authored","","","","","","La_Nominalisation_Sena.docx","table","1"
"Les deux négociateurs continuent de parler sans s'écouter","C'est un dialogue de sourds entre les deux négociateurs","calques_anglais","Egor_SExprimer_Methode_Eureka.docx","chadi_authored","","","","","","Egor_SExprimer_Methode_Eureka.docx","table","1"
"Moi, je pense que c’est faux. Ça, c’est intéressant","Dislocation","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Mon patron a juste ri de moi et m'a dit d'oublier ça","Mon patron m'a ri au nez et m'a envoyé promener / sur les roses","calques_anglais","Egor_SExprimer_Methode_Eureka.docx","chadi_authored","","","","","","Egor_SExprimer_Methode_Eureka.docx","table","1"
"On a gagné grâce à lui","The cause is positive?","calques_anglais","Notes_2.docx","chadi_authored","","","","","","Notes_2.docx","table","1"
"On le voit bien avec la crise du logement : les prix ont doublé. We can clearly see this with the housing crisis: prices have doubled","On le voit bien avec... We can clearly see this with","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Par ailleurs","Moreover / Furthermore","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"par conséquent","therefore / consequently / as a result","calques_anglais","Notes de cours pour Egor.docx","chadi_authored","","","","","","Notes de cours pour Egor.docx","table","3"
"Par exemple,…","illustrer un argument","calques_anglais","TCF_Canada___Expression_Orale_(Tâche_3)__Thèmes_courants_et_vocabulaire_essentiel.docx","chadi_authored","","","","","","TCF_Canada___Expression_Orale_(Tâche_3)__Thèmes_courants_et_vocabulaire_essentiel.docx","regex","1"
"Plusieurs pays ont progressé, notamment le Canada. Several countries have made progress, notably Canada","notamment... / en particulier... ... notably... / in particular","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"pour autant","for all that, nevertheless","calques_anglais","AUTANT.docx","chadi_authored","","","","","","AUTANT.docx","table","1"
"Pour ce qui est de l’économie, la situation reste préoccupante. As far as the economy is concerned, the situation remains worrying","Pour ce qui est de... As far as... is concerned","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Pour conclure,…","amener la conclusion","calques_anglais","TCF_Canada___Expression_Orale_(Tâche_3)__Thèmes_courants_et_vocabulaire_essentiel.docx","chadi_authored","","","","","","TCF_Canada___Expression_Orale_(Tâche_3)__Thèmes_courants_et_vocabulaire_essentiel.docx","regex","1"
"Prenons l’exemple de la Suède, qui a instauré une taxe carbone dès 1991. Let’s take the example of Sweden, which introduced a carbon tax as early as 1991","Prenons l’exemple de... Let’s take the example of","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Questions Discours direct","Questions Discours indirect","calques_anglais","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Rephrase (Il y a... qui / Certains) IL Y A des enfants qui","Some"" as subject ""Some kids like","calques_anglais","French_Articles_Course.docx","chadi_authored","","","","","","French_Articles_Course.docx","table","2"
"Sur quoi as-tu parié dans le passé, et est-ce que cela a payé ?","What have you bet on in the past, and did it pay off?","calques_anglais","15112024.docx","chadi_authored","","","","","","15112024.docx","regex","1"
"Toujours est-il que","The fact remains that","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Tout compte fait, ... All things considered","Tout compte fait, les avantages l’emportent sur les inconvénients. All things considered, the advantages outweigh the disadvantages","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Tout ça pour dire que","All this to say that... / Long story short... / The point is","calques_anglais","Notes de cours pour Egor.docx","chadi_authored","","","","","","Notes de cours pour Egor.docx","regex","1"
"Tu viens ? = Are you coming ?","Est-ce que tu viens ?","calques_anglais","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"une fenêtre de tir","_______________________","calques_anglais","Notes de cours pour Egor.docx","chadi_authored","","","","","","Notes de cours pour Egor.docx","table","2"
"une feuille de route","_______________________","calques_anglais","Notes de cours pour Egor.docx","chadi_authored","","","","","","Notes de cours pour Egor.docx","table","3"
"What happened","What was happening","calques_anglais","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"À moins que + subjonctif","unless","calques_anglais","Notes de cours pour Egor.docx","chadi_authored","","","","","","Notes de cours pour Egor.docx","regex","2"
"À mon avis","In my opinion","calques_anglais","13012025.docx","chadi_authored","semi_formel","","A2","","","13012025.docx","haiku","1"
"À mon avis, les réseaux sociaux ont plus d’inconvénients que d’avantages. In my opinion, social media has more drawbacks than advantages","À mon avis, ... / Selon moi, ... In my opinion","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"à supposer que","assuming that","calques_anglais","Annexe_Subjonctif_Exemples_Exhaustifs_Egor.docx","chadi_authored","","","","","","Annexe_Subjonctif_Exemples_Exhaustifs_Egor.docx","table","3"
"À tel point que","to such an extent that","calques_anglais","Exercices25022025_-_answers.docx","chadi_authored","","","","","","Exercices25022025_-_answers.docx","regex","1"
"Ça se fait. / Ça ne se fait pas","Les gens font ça","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Ça se vend bien","Ils vendent bien","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Ça se voit souvent","Tu vois ça souvent","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Étant donné que... / Vu que... Given that","Étant donné que le chômage augmente, les gens consomment moins. Given that unemployment is rising, people are consuming less","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"être + noun = use ""c'est","He"" for subject + noun","calques_anglais","French_Articles_Interference_Guide.docx","chadi_authored","","","","","","French_Articles_Interference_Guide.docx","table","1"
"□ Connecteurs logiques • Organiser ses idées (donc, alors, du coup, en fait) • Opposition (mais, pourtant, cependant, tandis que) • Cause et conséquence (parce que, car, puisque, c'est pourquoi) • Communication Progressive Ch. 37 • Listening: Actualité française (identifier connecteurs) • Activité: Raconter une actualité avec connecteurs","11","calques_anglais","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"✅ French Reflex Alternate: Il me semble que, je suis convaincu que, à mon avis, ce qui me frappe c’est que, j’ai l’impression que, il est évident que","❌ English Reflex Je pense que c’est bien. Je pense que c’est important. Je pense que","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"✅ French Reflex La pollution est un problème de plus en plus grave, d’autant plus que le gouvernement ne semble prendre aucune mesure concrète pour y remédier","❌ English Reflex La pollution est grave. Le gouvernement ne fait rien. C’est un problème","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"✅ French Reflex Reflexive: Les réseaux sociaux s’utilisent de plus en plus. / Impersonal: On utilise de plus en plus les réseaux sociaux","❌ English Reflex Active: Les gens utilisent beaucoup les réseaux sociaux","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"✅ French Reflex Use: étant donné que, puisque, comme, vu que, du fait que, c’est dû au fait que, c’est la raison pour laquelle, ce qui entraîne","❌ English Reflex C’est difficile parce que l’économie va mal","calques_anglais","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"✔️ The movie I watched was great. = Le film que j’ai regardé était bon","We drop “that” → The movie that I watched","calques_anglais","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","1"
"✗ Il a dit que son amie était arrivée hier","Common English-speaker mistake","calques_anglais","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","2"
"attentionné(e) = thoughtful, caring","not just attentive","faux_amis","Character_and_Personality_Exercises_for_English_Speakers.docx","chadi_authored","","","","","","Character_and_Personality_Exercises_for_English_Speakers.docx","regex","1"
"En fait","Actually / In fact","faux_amis","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"gentil(le) = kind","not gentle!","faux_amis","Character_and_Personality_Exercises_for_English_Speakers.docx","chadi_authored","","","","","","Character_and_Personality_Exercises_for_English_Speakers.docx","regex","1"
"gueule d'enterrement","funeral face","faux_amis","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"imbu de soi-même","full of oneself","faux_amis","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"Je manque à lui","He misses me","faux_amis","12112024.docx","chadi_authored","","","","","","12112024.docx","regex","1"
"Je tiens de mes traditions familiales","I care about my family traditions","faux_amis","French_Hw1.docx","chadi_authored","","","","","","French_Hw1.docx","regex","1"
"Justement","Exactly / As it happens","faux_amis","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"l'artisan de","the architect of","faux_amis","Cause_Consequence_Methode_Eureka.docx","chadi_authored","","","","","","Cause_Consequence_Methode_Eureka.docx","table","1"
"Mon portable","My phone","faux_amis","cours_francais_12_02_2026.docx","chadi_authored","","","","","","cours_francais_12_02_2026.docx","table","1"
"Sa question était complètement aléatoire et sans rapport","Sa question était saugrenue / sans rapport avec le sujet traité","faux_amis","Egor_SExprimer_Methode_Eureka.docx","chadi_authored","","","","","","Egor_SExprimer_Methode_Eureka.docx","table","1"
"Tu me manques = I miss you","Me misses you","faux_amis","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","1"
"une croûte de pain","as cheap as chips, very cheap","faux_amis","French._quantities..docx","chadi_authored","informel","","B1","","","French._quantities..docx","haiku","1"
"Venir de","To come from","faux_amis","cours_articles_11_02_2026.docx","chadi_authored","","","","","","cours_articles_11_02_2026.docx","table","1"
"à ce moment-là (at that moment","en ce moment (right now","faux_amis","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"□ Mots polysémiques - Encore/Même/Propre • Les multiples sens d'un mot selon le contexte • Encore (still/again/more), même (same/even), propre (clean/own) • Comment l'anglais traduit ces nuances • Communication Progressive Ch. 25 • Activité: Créer 3 phrases par mot avec sens différents","10","faux_amis","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"a ouvert la voie à les nouvelles réformes","","prepositions_a_de_dans_par_pour","correction_devoir.docx","chadi_authored","","","","","","correction_devoir.docx","table","1"
"a. À plus tard, je [chercher] → Je vais chercher le pain !","bread","prepositions_a_de_dans_par_pour","cours_06_02_2026.docx","chadi_authored","","","","","","cours_06_02_2026.docx","regex","1"
"Acheter quelque chose à quelqu'un","to buy something for someone","prepositions_a_de_dans_par_pour","Discours_indirect.docx","chadi_authored","","","A2","","","Discours_indirect.docx","haiku","1"
"aider à (help to","refuser de (refuse to","prepositions_a_de_dans_par_pour","matt_operation_france.docx","chadi_authored","","","","","","matt_operation_france.docx","table","1"
"Aller à (to go to","Pays / Ville","prepositions_a_de_dans_par_pour","cours_articles_11_02_2026.docx","chadi_authored","","","","","","cours_articles_11_02_2026.docx","table","1"
"amoureux / amoureuse de","in love with","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"apprendre à (learn to","décider de (decide to","prepositions_a_de_dans_par_pour","matt_operation_france.docx","chadi_authored","","","","","","matt_operation_france.docx","table","1"
"Après de (général), quantités, expressions figées","Ø (pas d’article","prepositions_a_de_dans_par_pour","cours_articles_11_02_2026.docx","chadi_authored","","","","","","cours_articles_11_02_2026.docx","table","1"
"Après par (distribution","trois fois par jour, par semaine","prepositions_a_de_dans_par_pour","cours_articles_11_02_2026.docx","chadi_authored","","","","","","cours_articles_11_02_2026.docx","table","1"
"arriver à (manage to","promettre de (promise to","prepositions_a_de_dans_par_pour","matt_operation_france.docx","chadi_authored","","","","","","matt_operation_france.docx","table","1"
"arrêter de s'inquiéter","to stop worrying","prepositions_a_de_dans_par_pour","Discours_indirect.docx","chadi_authored","","","A2","","","Discours_indirect.docx","haiku","1"
"Ask: ""VERB + À QUI?","to whom?","prepositions_a_de_dans_par_pour","French_Object_Pronouns.docx","chadi_authored","","","","","","French_Object_Pronouns.docx","regex","1"
"assister à","attend","prepositions_a_de_dans_par_pour","French_Object_Pronouns_Complete_Guide.docx","chadi_authored","","","","","","French_Object_Pronouns_Complete_Guide.docx","table","2"
"attendre","to wait FOR","prepositions_a_de_dans_par_pour","Jack-French-Session1-20Jan2025.docx","chadi_authored","","","","","","Jack-French-Session1-20Jan2025.docx","table","3"
"Attendre (ø) — no preposition!","Wait for","prepositions_a_de_dans_par_pour","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Attends-moi ! (Wait for me!) • J’attends le bus depuis 20 min. (I’ve been waiting for the bus.) • Qu’est-ce que tu attends ? (What are you waiting for?","wait for","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Au sujet de la réforme, il y a beaucoup à dire. On the subject of the reform, there’s a lot to say","Au sujet de... / À propos de... On the subject of","prepositions_a_de_dans_par_pour","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"avant de travailler","before working","prepositions_a_de_dans_par_pour","09022025.docx","chadi_authored","semi_formel","","A2","","","09022025.docx","haiku","1"
"avec","La personne avec laquelle je travaille","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"avoir besoin","to need","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","1"
"avoir besoin de","to need","prepositions_a_de_dans_par_pour","French_Pronouns_Extra_Exercises.docx","chadi_authored","","","","","","French_Pronouns_Extra_Exercises.docx","table","5"
"avoir besoin DE Le portable dont j’ai besoin","chercher (no prep) Le portable que je cherche","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"avoir de l'attachement pour","to have an attachment to, to be attached to","prepositions_a_de_dans_par_pour","Correction_devoir1.docx","chadi_authored","formel","","B2","","","Correction_devoir1.docx","haiku","1"
"avoir de l'empathie","to have empathy","prepositions_a_de_dans_par_pour","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"avoir du mal à","to struggle to, to have difficulty","prepositions_a_de_dans_par_pour","Exercices_21022025.docx","chadi_authored","semi_formel","","A2","","","Exercices_21022025.docx","haiku","1"
